860,Rayo Vallecano,Atlético Madrid,2023-04-09 Rayo Vallecano-Atlético Madrid,2023-04-09,0
861,Barcelona,Atlético Madrid,2023-04-23 Barcelona-Atlético Madrid,2023-04-23,0
862,Atlético Madrid,Mallorca,2023-04-26 Atlético Madrid-Mallorca,2023-04-26,0
863,Valladolid,Atlético Madrid,2023-04-30 Valladolid-Atlético Madrid,2023-04-30,0
864,Atlético Madrid,Cádiz,2023-05-03 Atlético Madrid-Cádiz,2023-05-03,0
865,Elche,Atlético Madrid,2023-05-14 Elche-Atlético Madrid,2023-05-14,0
866,Atlético Madrid,Osasuna,2023-05-21 Atlético Madrid-Osasuna,2023-05-21,0
867,Espanyol,Atlético Madrid,2023-05-24 Espanyol-Atlético Madrid,2023-05-24,0
868,Atlético Madrid,Real Sociedad,2023-05-28 Atlético Madrid-Real Sociedad,2023-05-28,0
869,Villarreal,Atlético Madrid,2023-06-04 Villarreal-Atlético Madrid,2023-06-04,0
870,Barcelona,Rayo Vallecano,2022-08-13 Barcelona-Rayo Vallecano,2022-08-13,0
871,Real Sociedad,Barcelona,2022-08-21 Real Sociedad-Barcelona,2022-08-21,0
872,Barcelona,Valladolid,2022-08-28 Barcelona-Valladolid,2022-08-28,0
873,Sevilla,Barcelona,2022-09-03 Sevilla-Barcelona,2022-09-03,0
874,Cádiz,Barcelona,2022-09-10 Cádiz-Barcelona,2022-09-10,0
875,Barcelona,Elche,2022-09-17 Barcelona-Elche,2022-09-17,0
876,Mallorca,Barcelona,2022-10-01 Mallorca-Barcelona,2022-10-01,0
877,Barcelona,Celta Vigo,2022-10-09 Barcelona-Celta Vigo,2022-10-09,0
878,Real Madrid,Barcelona,2022-10-16 Real Madrid-Barcelona,2022-10-16,0
879,Barcelona,Villarreal,2022-10-20 Barcelona-Villarreal,2022-10-20,0
880,Valencia,Barcelona,2022-10-29 Valencia-Barcelona,2022-10-29,0
881,Osasuna,Barcelona,2022-11-08 Osasuna-Barcelona,2022-11-08,0
882,Barcelona,Espanyol,2022-12-31 Barcelona-Espanyol,2022-12-31,0
883,Barcelona,Getafe,2023-01-22 Barcelona-Getafe,2023-01-22,0
884,Girona,Barcelona,2023-01-28 Girona-Barcelona,2023-01-28,0
885,Betis,Barcelona,2023-02-01 Betis-Barcelona,2023-02-01,0
886,Barcelona,Sevilla,2023-02-05 Barcelona-Sevilla,2023-02-05,0
887,Villarreal,Barcelona,2023-02-12 Villarreal-Barcelona,2023-02-12,0
888,Barcelona,Cádiz,2023-02-19 Barcelona-Cádiz,2023-02-19,0
889,Barcelona,Valencia,2023-03-05 Barcelona-Valencia,2023-03-05,0
890,Barcelona,Real Madrid,2023-03-19 Barcelona-Real Madrid,2023-03-19,0
891,Elche,Barcelona,2023-04-01 Elche-Barcelona,2023-04-01,0
892,Barcelona,Girona,2023-04-10 Barcelona-Girona,2023-04-10,0
893,Getafe,Barcelona,2023-04-16 Getafe-Barcelona,2023-04-16,0
894,Rayo Vallecano,Barcelona,2023-04-26 Rayo Vallecano-Barcelona,2023-04-26,0
895,Barcelona,Betis,2023-04-29 Barcelona-Betis,2023-04-29,0
896,Barcelona,Osasuna,2023-05-02 Barcelona-Osasuna,2023-05-02,0
897,Espanyol,Barcelona,2023-05-14 Espanyol-Barcelona,2023-05-14,0
898,Barcelona,Real Sociedad,2023-05-20 Barcelona-Real Sociedad,2023-05-20,0
899,Valladolid,Barcelona,2023-05-23 Valladolid-Barcelona,2023-05-23,0
900,Barcelona,Mallorca,2023-05-28 Barcelona-Mallorca,2023-05-28,0
901,Celta Vigo,Barcelona,2023-06-04 Celta Vigo-Barcelona,2023-06-04,0
902,Betis,Elche,2022-08-15 Betis-Elche,2022-08-15,0
903,Mallorca,Betis,2022-08-20 Mallorca-Betis,2022-08-20,0
904,Betis,Osasuna,2022-08-26 Betis-Osasuna,2022-08-26,0
905,Real Madrid,Betis,2022-09-03 Real Madrid-Betis,2022-09-03,0
906,Betis,Villarreal,2022-09-11 Betis-Villarreal,2022-09-11,0
907,Betis,Girona,2022-09-18 Betis-Girona,2022-09-18,0
908,Celta Vigo,Betis,2022-10-02 Celta Vigo-Betis,2022-10-02,0
909,Valladolid,Betis,2022-10-09 Valladolid-Betis,2022-10-09,0
910,Cádiz,Betis,2022-10-19 Cádiz-Betis,2022-10-19,0
911,Real Sociedad,Betis,2022-10-30 Real Sociedad-Betis,2022-10-30,0
912,Betis,Sevilla,2022-11-06 Betis-Sevilla,2022-11-06,0
913,Valencia,Betis,2022-11-10 Valencia-Betis,2022-11-10,0
914,Rayo Vallecano,Betis,2023-01-08 Rayo Vallecano-Betis,2023-01-08,0
915,Espanyol,Betis,2023-01-21 Espanyol-Betis,2023-01-21,0
916,Getafe,Betis,2023-01-28 Getafe-Betis,2023-01-28,0
917,Betis,Celta Vigo,2023-02-04 Betis-Celta Vigo,2023-02-04,0
918,Betis,Valladolid,2023-02-18 Betis-Valladolid,2023-02-18,0
919,Elche,Betis,2023-02-24 Elche-Betis,2023-02-24,0
920,Betis,Real Madrid,2023-03-05 Betis-Real Madrid,2023-03-05,0
921,Villarreal,Betis,2023-03-12 Villarreal-Betis,2023-03-12,0
922,Betis,Mallorca,2023-03-19 Betis-Mallorca,2023-03-19,0
923,Betis,Cádiz,2023-04-09 Betis-Cádiz,2023-04-09,0
924,Betis,Espanyol,2023-04-15 Betis-Espanyol,2023-04-15,0
925,Osasuna,Betis,2023-04-22 Osasuna-Betis,2023-04-22,0
926,Betis,Real Sociedad,2023-04-25 Betis-Real Sociedad,2023-04-25,0
927,Betis,Rayo Vallecano,2023-05-15 Betis-Rayo Vallecano,2023-05-15,0
928,Sevilla,Betis,2023-05-21 Sevilla-Betis,2023-05-21,0
929,Betis,Getafe,2023-05-24 Betis-Getafe,2023-05-24,0
930,Girona,Betis,2023-05-28 Girona-Betis,2023-05-28,0
931,Betis,Valencia,2023-06-04 Betis-Valencia,2023-06-04,0
932,Celta Vigo,Espanyol,2022-08-13 Celta Vigo-Espanyol,2022-08-13,0
933,Celta Vigo,Real Madrid,2022-08-20 Celta Vigo-Real Madrid,2022-08-20,0
934,Girona,Celta Vigo,2022-08-26 Girona-Celta Vigo,2022-08-26,0
935,Celta Vigo,Cádiz,2022-09-02 Celta Vigo-Cádiz,2022-09-02,0
936,Valencia,Celta Vigo,2022-09-17 Valencia-Celta Vigo,2022-09-17,0
937,Celta Vigo,Real Sociedad,2022-10-16 Celta Vigo-Real Sociedad,2022-10-16,0
938,Valladolid,Celta Vigo,2022-10-19 Valladolid-Celta Vigo,2022-10-19,0
939,Celta Vigo,Getafe,2022-10-24 Celta Vigo-Getafe,2022-10-24,0
940,Celta Vigo,Osasuna,2022-11-05 Celta Vigo-Osasuna,2022-11-05,0
941,Rayo Vallecano,Celta Vigo,2022-11-10 Rayo Vallecano-Celta Vigo,2022-11-10,0
942,Celta Vigo,Sevilla,2022-12-30 Celta Vigo-Sevilla,2022-12-30,0
943,Elche,Celta Vigo,2023-01-06 Elche-Celta Vigo,2023-01-06,0
944,Celta Vigo,Villarreal,2023-01-13 Celta Vigo-Villarreal,2023-01-13,0
945,Mallorca,Celta Vigo,2023-01-20 Mallorca-Celta Vigo,2023-01-20,0
946,Real Sociedad,Celta Vigo,2023-02-18 Real Sociedad-Celta Vigo,2023-02-18,0
947,Celta Vigo,Valladolid,2023-02-26 Celta Vigo-Valladolid,2023-02-26,0
948,Osasuna,Celta Vigo,2023-03-06 Osasuna-Celta Vigo,2023-03-06,0
949,Celta Vigo,Rayo Vallecano,2023-03-11 Celta Vigo-Rayo Vallecano,2023-03-11,0
950,Espanyol,Celta Vigo,2023-03-18 Espanyol-Celta Vigo,2023-03-18,0
951,Sevilla,Celta Vigo,2023-04-07 Sevilla-Celta Vigo,2023-04-07,0
952,Celta Vigo,Mallorca,2023-04-17 Celta Vigo-Mallorca,2023-04-17,0
953,Real Madrid,Celta Vigo,2023-04-22 Real Madrid-Celta Vigo,2023-04-22,0
954,Celta Vigo,Elche,2023-04-26 Celta Vigo-Elche,2023-04-26,0
955,Villarreal,Celta Vigo,2023-04-30 Villarreal-Celta Vigo,2023-04-30,0
956,Getafe,Celta Vigo,2023-05-03 Getafe-Celta Vigo,2023-05-03,0
957,Celta Vigo,Valencia,2023-05-14 Celta Vigo-Valencia,2023-05-14,0
958,Celta Vigo,Girona,2023-05-23 Celta Vigo-Girona,2023-05-23,0
959,Cádiz,Celta Vigo,2023-05-28 Cádiz-Celta Vigo,2023-05-28,0
960,Cádiz,Real Sociedad,2022-08-14 Cádiz-Real Sociedad,2022-08-14,0
961,Osasuna,Cádiz,2022-08-20 Osasuna-Cádiz,2022-08-20,0
962,Valladolid,Cádiz,2022-09-16 Valladolid-Cádiz,2022-09-16,0
963,Cádiz,Villarreal,2022-10-01 Cádiz-Villarreal,2022-10-01,0
964,Cádiz,Espanyol,2022-10-09 Cádiz-Espanyol,2022-10-09,0
965,Girona,Cádiz,2022-10-15 Girona-Cádiz,2022-10-15,0
966,Rayo Vallecano,Cádiz,2022-10-22 Rayo Vallecano-Cádiz,2022-10-22,0
967,Getafe,Cádiz,2022-11-05 Getafe-Cádiz,2022-11-05,0
968,Real Madrid,Cádiz,2022-11-10 Real Madrid-Cádiz,2022-11-10,0
969,Valencia,Cádiz,2023-01-06 Valencia-Cádiz,2023-01-06,0
970,Cádiz,Elche,2023-01-16 Cádiz-Elche,2023-01-16,0
971,Sevilla,Cádiz,2023-01-21 Sevilla-Cádiz,2023-01-21,0
972,Cádiz,Mallorca,2023-01-28 Cádiz-Mallorca,2023-01-28,0
973,Cádiz,Girona,2023-02-10 Cádiz-Girona,2023-02-10,0
974,Cádiz,Rayo Vallecano,2023-02-25 Cádiz-Rayo Vallecano,2023-02-25,0
975,Real Sociedad,Cádiz,2023-03-03 Real Sociedad-Cádiz,2023-03-03,0
976,Cádiz,Getafe,2023-03-10 Cádiz-Getafe,2023-03-10,0
977,Cádiz,Sevilla,2023-04-01 Cádiz-Sevilla,2023-04-01,0
978,Cádiz,Real Madrid,2023-04-15 Cádiz-Real Madrid,2023-04-15,0
979,Espanyol,Cádiz,2023-04-21 Espanyol-Cádiz,2023-04-21,0
980,Cádiz,Osasuna,2023-04-25 Cádiz-Osasuna,2023-04-25,0
981,Cádiz,Valencia,2023-04-30 Cádiz-Valencia,2023-04-30,0
982,Mallorca,Cádiz,2023-05-12 Mallorca-Cádiz,2023-05-12,0
983,Cádiz,Valladolid,2023-05-19 Cádiz-Valladolid,2023-05-19,0
984,Villarreal,Cádiz,2023-05-24 Villarreal-Cádiz,2023-05-24,0
985,Elche,Cádiz,2023-06-04 Elche-Cádiz,2023-06-04,0
986,Elche,Real Sociedad,2022-08-27 Elche-Real Sociedad,2022-08-27,0
987,Villarreal,Elche,2022-09-04 Villarreal-Elche,2022-09-04,0
988,Rayo Vallecano,Elche,2022-10-03 Rayo Vallecano-Elche,2022-10-03,0
989,Elche,Mallorca,2022-10-10 Elche-Mallorca,2022-10-10,0
990,Valencia,Elche,2022-10-15 Valencia-Elche,2022-10-15,0
991,Elche,Real Madrid,2022-10-19 Elche-Real Madrid,2022-10-19,0
992,Espanyol,Elche,2022-10-23 Espanyol-Elche,2022-10-23,0
993,Elche,Getafe,2022-10-31 Elche-Getafe,2022-10-31,0
994,Valladolid,Elche,2022-11-05 Valladolid-Elche,2022-11-05,0
995,Elche,Girona,2022-11-08 Elche-Girona,2022-11-08,0
996,Elche,Osasuna,2023-01-22 Elche-Osasuna,2023-01-22,0
997,Sevilla,Elche,2023-01-28 Sevilla-Elche,2023-01-28,0
998,Elche,Villarreal,2023-02-04 Elche-Villarreal,2023-02-04,0
999,Real Madrid,Elche,2023-02-15 Real Madrid-Elche,2023-02-15,0
1000,Elche,Espanyol,2023-02-19 Elche-Espanyol,2023-02-19,0
1001,Mallorca,Elche,2023-03-04 Mallorca-Elche,2023-03-04,0
1002,Elche,Valladolid,2023-03-11 Elche-Valladolid,2023-03-11,0
1003,Real Sociedad,Elche,2023-03-19 Real Sociedad-Elche,2023-03-19,0
1004,Osasuna,Elche,2023-04-08 Osasuna-Elche,2023-04-08,0
1005,Girona,Elche,2023-04-16 Girona-Elche,2023-04-16,0
1006,Elche,Valencia,2023-04-23 Elche-Valencia,2023-04-23,0
1007,Elche,Rayo Vallecano,2023-04-29 Elche-Rayo Vallecano,2023-04-29,0
1008,Getafe,Elche,2023-05-20 Getafe-Elche,2023-05-20,0
1009,Elche,Sevilla,2023-05-24 Elche-Sevilla,2023-05-24,0
1010,Espanyol,Rayo Vallecano,2022-08-19 Espanyol-Rayo Vallecano,2022-08-19,0
1011,Espanyol,Real Madrid,2022-08-28 Espanyol-Real Madrid,2022-08-28,0
1012,Espanyol,Sevilla,2022-09-10 Espanyol-Sevilla,2022-09-10,0
1013,Real Sociedad,Espanyol,2022-09-18 Real Sociedad-Espanyol,2022-09-18,0
1014,Espanyol,Valencia,2022-10-02 Espanyol-Valencia,2022-10-02,0
1015,Espanyol,Valladolid,2022-10-16 Espanyol-Valladolid,2022-10-16,0
1016,Osasuna,Espanyol,2022-10-20 Osasuna-Espanyol,2022-10-20,0
1017,Mallorca,Espanyol,2022-10-28 Mallorca-Espanyol,2022-10-28,0
1018,Espanyol,Villarreal,2022-11-09 Espanyol-Villarreal,2022-11-09,0
1019,Espanyol,Girona,2023-01-07 Espanyol-Girona,2023-01-07,0
1020,Getafe,Espanyol,2023-01-15 Getafe-Espanyol,2023-01-15,0
1021,Espanyol,Osasuna,2023-02-04 Espanyol-Osasuna,2023-02-04,0
1022,Espanyol,Real Sociedad,2023-02-13 Espanyol-Real Sociedad,2023-02-13,0
1023,Espanyol,Mallorca,2023-02-25 Espanyol-Mallorca,2023-02-25,0
1024,Valladolid,Espanyol,2023-03-05 Valladolid-Espanyol,2023-03-05,0
1025,Real Madrid,Espanyol,2023-03-11 Real Madrid-Espanyol,2023-03-11,0
1026,Girona,Espanyol,2023-04-01 Girona-Espanyol,2023-04-01,0
1027,Villarreal,Espanyol,2023-04-27 Villarreal-Espanyol,2023-04-27,0
1028,Espanyol,Getafe,2023-04-30 Espanyol-Getafe,2023-04-30,0
1029,Sevilla,Espanyol,2023-05-04 Sevilla-Espanyol,2023-05-04,0
1030,Rayo Vallecano,Espanyol,2023-05-21 Rayo Vallecano-Espanyol,2023-05-21,0
1031,Valencia,Espanyol,2023-05-28 Valencia-Espanyol,2023-05-28,0
1032,Girona,Getafe,2022-08-22 Girona-Getafe,2022-08-22,0
1033,Getafe,Villarreal,2022-08-28 Getafe-Villarreal,2022-08-28,0
1034,Valencia,Getafe,2022-09-04 Valencia-Getafe,2022-09-04,0
1035,Getafe,Real Sociedad,2022-09-11 Getafe-Real Sociedad,2022-09-11,0
1036,Osasuna,Getafe,2022-09-18 Osasuna-Getafe,2022-09-18,0
1037,Getafe,Valladolid,2022-10-01 Getafe-Valladolid,2022-10-01,0
1038,Getafe,Real Madrid,2022-10-08 Getafe-Real Madrid,2022-10-08,0
1039,Rayo Vallecano,Getafe,2022-10-14 Rayo Vallecano-Getafe,2022-10-14,0
1040,Getafe,Mallorca,2022-12-30 Getafe-Mallorca,2022-12-30,0
1041,Sevilla,Getafe,2023-01-08 Sevilla-Getafe,2023-01-08,0
1042,Getafe,Rayo Vallecano,2023-02-12 Getafe-Rayo Vallecano,2023-02-12,0
1043,Getafe,Valencia,2023-02-20 Getafe-Valencia,2023-02-20,0
1044,Villarreal,Getafe,2023-02-27 Villarreal-Getafe,2023-02-27,0
1045,Getafe,Girona,2023-03-04 Getafe-Girona,2023-03-04,0
1046,Getafe,Sevilla,2023-03-19 Getafe-Sevilla,2023-03-19,0
1047,Real Sociedad,Getafe,2023-04-08 Real Sociedad-Getafe,2023-04-08,0
1048,Mallorca,Getafe,2023-04-23 Mallorca-Getafe,2023-04-23,0
1049,Real Madrid,Getafe,2023-05-13 Real Madrid-Getafe,2023-05-13,0
1050,Getafe,Osasuna,2023-05-28 Getafe-Osasuna,2023-05-28,0
1051,Valladolid,Getafe,2023-06-04 Valladolid-Getafe,2023-06-04,0
1052,Valencia,Girona,2022-08-14 Valencia-Girona,2022-08-14,0
1053,Mallorca,Girona,2022-09-03 Mallorca-Girona,2022-09-03,0
1054,Girona,Valladolid,2022-09-09 Girona-Valladolid,2022-09-09,0
1055,Girona,Real Sociedad,2022-10-02 Girona-Real Sociedad,2022-10-02,0
1056,Girona,Osasuna,2022-10-23 Girona-Osasuna,2022-10-23,0
1057,Real Madrid,Girona,2022-10-30 Real Madrid-Girona,2022-10-30,0
1058,Girona,Rayo Vallecano,2022-12-29 Girona-Rayo Vallecano,2022-12-29,0
1059,Girona,Sevilla,2023-01-14 Girona-Sevilla,2023-01-14,0
1060,Villarreal,Girona,2023-01-22 Villarreal-Girona,2023-01-22,0
1061,Girona,Valencia,2023-02-05 Girona-Valencia,2023-02-05,0
1062,Rayo Vallecano,Girona,2023-03-18 Rayo Vallecano-Girona,2023-03-18,0
1063,Valladolid,Girona,2023-04-22 Valladolid-Girona,2023-04-22,0
1064,Girona,Real Madrid,2023-04-25 Girona-Real Madrid,2023-04-25,0
1065,Sevilla,Girona,2023-05-01 Sevilla-Girona,2023-05-01,0
1066,Girona,Mallorca,2023-05-04 Girona-Mallorca,2023-05-04,0
1067,Real Sociedad,Girona,2023-05-13 Real Sociedad-Girona,2023-05-13,0
1068,Girona,Villarreal,2023-05-20 Girona-Villarreal,2023-05-20,0
1069,Osasuna,Girona,2023-06-04 Osasuna-Girona,2023-06-04,0
1070,Rayo Vallecano,Mallorca,2022-08-27 Rayo Vallecano-Mallorca,2022-08-27,0
1071,Real Madrid,Mallorca,2022-09-11 Real Madrid-Mallorca,2022-09-11,0
1072,Mallorca,Sevilla,2022-10-15 Mallorca-Sevilla,2022-10-15,0
1073,Real Sociedad,Mallorca,2022-10-19 Real Sociedad-Mallorca,2022-10-19,0
1074,Valencia,Mallorca,2022-10-22 Valencia-Mallorca,2022-10-22,0
1075,Villarreal,Mallorca,2022-11-06 Villarreal-Mallorca,2022-11-06,0
1076,Mallorca,Valladolid,2023-01-07 Mallorca-Valladolid,2023-01-07,0
1077,Osasuna,Mallorca,2023-01-14 Osasuna-Mallorca,2023-01-14,0
1078,Mallorca,Real Madrid,2023-02-05 Mallorca-Real Madrid,2023-02-05,0
1079,Sevilla,Mallorca,2023-02-11 Sevilla-Mallorca,2023-02-11,0
1080,Mallorca,Villarreal,2023-02-18 Mallorca-Villarreal,2023-02-18,0
1081,Mallorca,Real Sociedad,2023-03-12 Mallorca-Real Sociedad,2023-03-12,0
1082,Mallorca,Osasuna,2023-03-31 Mallorca-Osasuna,2023-03-31,0
1083,Valladolid,Mallorca,2023-04-09 Valladolid-Mallorca,2023-04-09,0
1084,Mallorca,Valencia,2023-05-25 Mallorca-Valencia,2023-05-25,0
1085,Mallorca,Rayo Vallecano,2023-06-04 Mallorca-Rayo Vallecano,2023-06-04,0
1086,Osasuna,Sevilla,2022-08-12 Osasuna-Sevilla,2022-08-12,0
1087,Osasuna,Rayo Vallecano,2022-09-04 Osasuna-Rayo Vallecano,2022-09-04,0
1088,Real Madrid,Osasuna,2022-10-02 Real Madrid-Osasuna,2022-10-02,0
1089,Osasuna,Valencia,2022-10-07 Osasuna-Valencia,2022-10-07,0
1090,Villarreal,Osasuna,2022-10-17 Villarreal-Osasuna,2022-10-17,0
1091,Osasuna,Valladolid,2022-10-30 Osasuna-Valladolid,2022-10-30,0
1092,Real Sociedad,Osasuna,2022-12-31 Real Sociedad-Osasuna,2022-12-31,0
1093,Valladolid,Osasuna,2023-02-12 Valladolid-Osasuna,2023-02-12,0
1094,Osasuna,Real Madrid,2023-02-18 Osasuna-Real Madrid,2023-02-18,0
1095,Sevilla,Osasuna,2023-02-26 Sevilla-Osasuna,2023-02-26,0
1096,Valencia,Osasuna,2023-03-11 Valencia-Osasuna,2023-03-11,0
1097,Osasuna,Villarreal,2023-03-19 Osasuna-Villarreal,2023-03-19,0
1098,Rayo Vallecano,Osasuna,2023-04-14 Rayo Vallecano-Osasuna,2023-04-14,0
1099,Osasuna,Real Sociedad,2023-04-28 Osasuna-Real Sociedad,2023-04-28,0
1100,Rayo Vallecano,Valencia,2022-09-10 Rayo Vallecano-Valencia,2022-09-10,0
1101,Sevilla,Rayo Vallecano,2022-10-29 Sevilla-Rayo Vallecano,2022-10-29,0
1102,Rayo Vallecano,Real Madrid,2022-11-07 Rayo Vallecano-Real Madrid,2022-11-07,0
1103,Valladolid,Rayo Vallecano,2023-01-14 Valladolid-Rayo Vallecano,2023-01-14,0
1104,Rayo Vallecano,Real Sociedad,2023-01-21 Rayo Vallecano-Real Sociedad,2023-01-21,0
1105,Villarreal,Rayo Vallecano,2023-01-30 Villarreal-Rayo Vallecano,2023-01-30,0
1106,Rayo Vallecano,Sevilla,2023-02-19 Rayo Vallecano-Sevilla,2023-02-19,0
1107,Valencia,Rayo Vallecano,2023-04-03 Valencia-Rayo Vallecano,2023-04-03,0
1108,Real Sociedad,Rayo Vallecano,2023-04-22 Real Sociedad-Rayo Vallecano,2023-04-22,0
1109,Rayo Vallecano,Valladolid,2023-05-04 Rayo Vallecano-Valladolid,2023-05-04,0
1110,Real Madrid,Rayo Vallecano,2023-05-24 Real Madrid-Rayo Vallecano,2023-05-24,0
1111,Rayo Vallecano,Villarreal,2023-05-28 Rayo Vallecano-Villarreal,2023-05-28,0
1112,Real Madrid,Sevilla,2022-10-22 Real Madrid-Sevilla,2022-10-22,0
1113,Valladolid,Real Madrid,2022-12-30 Valladolid-Real Madrid,2022-12-30,0
1114,Villarreal,Real Madrid,2023-01-07 Villarreal-Real Madrid,2023-01-07,0
1115,Real Madrid,Real Sociedad,2023-01-29 Real Madrid-Real Sociedad,2023-01-29,0
1116,Real Madrid,Valencia,2023-02-02 Real Madrid-Valencia,2023-02-02,0
1117,Real Madrid,Valladolid,2023-04-02 Real Madrid-Valladolid,2023-04-02,0
1118,Real Madrid,Villarreal,2023-04-08 Real Madrid-Villarreal,2023-04-08,0
1119,Real Sociedad,Real Madrid,2023-05-02 Real Sociedad-Real Madrid,2023-05-02,0
1120,Valencia,Real Madrid,2023-05-21 Valencia-Real Madrid,2023-05-21,0
1121,Sevilla,Real Madrid,2023-05-27 Sevilla-Real Madrid,2023-05-27,0
1122,Real Sociedad,Villarreal,2022-10-09 Real Sociedad-Villarreal,2022-10-09,0
1123,Valladolid,Real Sociedad,2022-10-22 Valladolid-Real Sociedad,2022-10-22,0
1124,Real Sociedad,Valencia,2022-11-06 Real Sociedad-Valencia,2022-11-06,0
1125,Sevilla,Real Sociedad,2022-11-09 Sevilla-Real Sociedad,2022-11-09,0
1126,Real Sociedad,Valladolid,2023-02-05 Real Sociedad-Valladolid,2023-02-05,0
1127,Valencia,Real Sociedad,2023-02-25 Valencia-Real Sociedad,2023-02-25,0
1128,Villarreal,Real Sociedad,2023-04-02 Villarreal-Real Sociedad,2023-04-02,0
1129,Real Sociedad,Sevilla,2023-06-04 Real Sociedad-Sevilla,2023-06-04,0
1130,Sevilla,Valladolid,2022-08-19 Sevilla-Valladolid,2022-08-19,0
1131,Villarreal,Sevilla,2022-09-18 Villarreal-Sevilla,2022-09-18,0
1132,Sevilla,Valencia,2022-10-18 Sevilla-Valencia,2022-10-18,0
1133,Valencia,Sevilla,2023-04-16 Valencia-Sevilla,2023-04-16,0
1134,Sevilla,Villarreal,2023-04-23 Sevilla-Villarreal,2023-04-23,0
1135,Valladolid,Sevilla,2023-05-14 Valladolid-Sevilla,2023-05-14,0
1136,Villarreal,Valencia,2022-12-31 Villarreal-Valencia,2022-12-31,0
1137,Valladolid,Valencia,2023-01-29 Valladolid-Valencia,2023-01-29,0
1138,Valencia,Valladolid,2023-04-27 Valencia-Valladolid,2023-04-27,0
1139,Valencia,Villarreal,2023-05-03 Valencia-Villarreal,2023-05-03,0
1140,Valladolid,Villarreal,2022-08-13 Valladolid-Villarreal,2022-08-13,0
1141,Villarreal,Valladolid,2023-04-15 Villarreal-Valladolid,2023-04-15,0
1142,Crystal Palace,Arsenal,2022-08-05 Crystal Palace-Arsenal,2022-08-05,0
1143,Arsenal,Leicester City,2022-08-13 Arsenal-Leicester City,2022-08-13,0
1144,Bournemouth,Arsenal,2022-08-20 Bournemouth-Arsenal,2022-08-20,0
1145,Arsenal,Fulham,2022-08-27 Arsenal-Fulham,2022-08-27,0
1146,Arsenal,Aston Villa,2022-08-31 Arsenal-Aston Villa,2022-08-31,0
1147,Manchester Utd,Arsenal,2022-09-04 Manchester Utd-Arsenal,2022-09-04,0
1148,Brentford,Arsenal,2022-09-18 Brentford-Arsenal,2022-09-18,0
1149,Arsenal,Tottenham,2022-10-01 Arsenal-Tottenham,2022-10-01,0
1150,Arsenal,Liverpool,2022-10-09 Arsenal-Liverpool,2022-10-09,0
1151,Leeds United,Arsenal,2022-10-16 Leeds United-Arsenal,2022-10-16,0
1152,Southampton,Arsenal,2022-10-23 Southampton-Arsenal,2022-10-23,0
1153,Arsenal,Nott'ham Forest,2022-10-30 Arsenal-Nott'ham Forest,2022-10-30,0
1154,Chelsea,Arsenal,2022-11-06 Chelsea-Arsenal,2022-11-06,0
1155,Wolves,Arsenal,2022-11-12 Wolves-Arsenal,2022-11-12,0
1156,Arsenal,West Ham,2022-12-26 Arsenal-West Ham,2022-12-26,0
1157,Brighton,Arsenal,2022-12-31 Brighton-Arsenal,2022-12-31,0
1158,Arsenal,Newcastle Utd,2023-01-03 Arsenal-Newcastle Utd,2023-01-03,0
1159,Tottenham,Arsenal,2023-01-15 Tottenham-Arsenal,2023-01-15,0
1160,Arsenal,Manchester Utd,2023-01-22 Arsenal-Manchester Utd,2023-01-22,0
1161,Everton,Arsenal,2023-02-04 Everton-Arsenal,2023-02-04,0
1162,Arsenal,Brentford,2023-02-11 Arsenal-Brentford,2023-02-11,0
1163,Arsenal,Manchester City,2023-02-15 Arsenal-Manchester City,2023-02-15,0
1164,Aston Villa,Arsenal,2023-02-18 Aston Villa-Arsenal,2023-02-18,0
1165,Leicester City,Arsenal,2023-02-25 Leicester City-Arsenal,2023-02-25,0
1166,Arsenal,Everton,2023-03-01 Arsenal-Everton,2023-03-01,0
1167,Arsenal,Bournemouth,2023-03-04 Arsenal-Bournemouth,2023-03-04,0
1168,Fulham,Arsenal,2023-03-12 Fulham-Arsenal,2023-03-12,0
1169,Arsenal,Crystal Palace,2023-03-19 Arsenal-Crystal Palace,2023-03-19,0
1170,Arsenal,Leeds United,2023-04-01 Arsenal-Leeds United,2023-04-01,0
1171,Liverpool,Arsenal,2023-04-09 Liverpool-Arsenal,2023-04-09,0
1172,West Ham,Arsenal,2023-04-16 West Ham-Arsenal,2023-04-16,0
1173,Arsenal,Southampton,2023-04-21 Arsenal-Southampton,2023-04-21,0
1174,Manchester City,Arsenal,2023-04-26 Manchester City-Arsenal,2023-04-26,0
1175,Arsenal,Chelsea,2023-05-02 Arsenal-Chelsea,2023-05-02,0
1176,Newcastle Utd,Arsenal,2023-05-07 Newcastle Utd-Arsenal,2023-05-07,0
1177,Arsenal,Brighton,2023-05-14 Arsenal-Brighton,2023-05-14,0
1178,Nott'ham Forest,Arsenal,2023-05-20 Nott'ham Forest-Arsenal,2023-05-20,0
1179,Arsenal,Wolves,2023-05-28 Arsenal-Wolves,2023-05-28,0
1180,Bournemouth,Aston Villa,2022-08-06 Bournemouth-Aston Villa,2022-08-06,0
1181,Aston Villa,Everton,2022-08-13 Aston Villa-Everton,2022-08-13,0
1182,Crystal Palace,Aston Villa,2022-08-20 Crystal Palace-Aston Villa,2022-08-20,0
1183,Aston Villa,West Ham,2022-08-28 Aston Villa-West Ham,2022-08-28,0
1184,Aston Villa,Manchester City,2022-09-03 Aston Villa-Manchester City,2022-09-03,0
