2906,22,598,13,0.02,,0,32,1,244
181,83,750,116,0.05,0.08,0,11,2,245
996,29,1468,58,0.04,,0,11,2,246
550,60,1710,75,0.03,,0,17,1,247
2410,89,1324,13,0.04,,0,26,1,248
426,40,410,82,0.09,,0,6,2,249
1064,80,1590,65,0.04,,0,10,2,250
2141,26,456,5,0.05,0.16,1,25,1,251
977,25,2535,67,0.04,0.18,0,29,0,252
138,57,1022,114,0.19,0.17,0,13,1,253
824,22,1005,52,0.18,,0,4,1,254
976,90+2,123,57,0.15,,0,85,0,255
199,85,1516,128,0.04,,0,13,2,256
1240,28,690,95,0.5,0.91,1,9,0,257
309,39,703,126,0.04,,0,20,1,258
374,34,590,127,0.03,,0,24,0,259
2757,51,2030,121,0.03,,0,16,1,260
818,63,1900,52,0.08,0.06,0,19,0,261
1061,64,314,61,0.08,0.4,1,16,1,262
171,65,2290,123,0.08,0.46,1,18,1,263
106,77,41,118,0.09,,0,14,0,264
3282,56,1340,50,0.03,0.03,0,28,1,265
1116,64,2702,65,0.02,,0,27,1,266
2637,22,803,102,0.04,,0,26,1,267
542,83,2530,75,0.02,,0,24,1,268
1360,85,1497,97,0.06,,0,21,1,269
1402,22,904,99,0.07,,0,22,0,270
938,71,1199,56,0.1,,0,8,2,271
2552,9,1095,9,0.2,,0,4,2,272
1660,74,1050,16,0.04,,0,27,1,273
1227,48,1556,100,0.04,,0,16,0,274
467,52,2347,90,0.08,,0,15,1,275
1111,75,975,64,0.06,0.04,0,29,0,276
1795,86,1843,17,0.2,0.57,1,11,2,277
1657,88,1519,1,0.11,,0,15,1,278
205,73,1395,130,0.12,,0,14,0,279
584,46,58,77,0.24,,0,14,0,280
325,89,1663,122,0.05,,0,22,0,281
1481,24,2648,105,0.05,,0,15,2,282
2638,30,443,102,0.06,,0,10,2,283
1051,43,1029,60,0.11,,0,5,1,284
224,48,792,123,0.01,,0,23,1,285
1093,45,2681,69,0.01,,0,33,1,286
160,48,721,120,0.16,0.18,0,13,1,287
101,73,511,113,0.05,,0,27,1,288
32,90+3,1491,111,0.04,,0,20,0,289
966,82,252,57,0.07,,0,12,1,290
681,74,2537,81,0.1,,0,21,0,291
22,49,2047,111,0.57,0.41,0,17,0,292
755,58,274,87,0.08,,0,25,1,293
1881,62,1296,23,0.03,0.12,0,19,1,294
1977,21,1962,10,0.14,,0,5,0,295
393,57,1379,85,0.24,,0,11,0,296
873,81,739,54,0.05,,0,25,1,297
1235,26,594,93,0.01,,0,26,1,298
902,72,315,55,0.03,,0,11,2,299
681,27,2134,81,0.04,0.14,0,15,1,300
136,47,680,125,0.1,,0,11,1,301
2341,90,401,6,0.02,,0,27,0,302
1261,66,2596,103,0.37,,0,10,0,303
429,28,2205,88,0.11,,0,17,1,304
1367,84,1821,98,0.15,0.17,0,11,1,305
193,87,159,127,0.06,0.05,0,15,1,306
2348,63,2462,6,0.03,,0,32,1,307
238,90+2,1682,118,0.08,,0,21,0,308
436,59,931,85,0.06,0.13,0,11,1,309
1882,89,2692,22,0.18,,0,17,0,310
542,70,876,75,0.37,0.72,0,5,1,311
2411,5,2488,7,0.05,0.47,0,5,1,312
318,16,2611,122,0.07,0.07,0,15,0,313
2447,89,1155,8,0.05,,0,10,2,314
1202,45,1911,92,0.66,,0,14,1,315
1142,20,810,91,0.16,0.29,1,5,2,316
764,88,2028,67,0.05,,0,17,2,317
2553,89,1210,13,0.04,0.06,0,9,2,318
372,14,86,129,0.09,,0,10,2,319
555,23,767,76,0.06,,0,14,2,320
1129,5,111,66,0.42,0.27,0,16,0,321
1638,81,2302,9,0.18,0.6,1,9,0,322
3124,44,730,18,0.04,,0,23,1,323
819,42,173,68,0.07,,0,24,1,324
1439,42,395,105,0.15,,0,13,0,325
756,44,201,89,0.41,0.9,1,4,1,326
635,72,113,79,0.28,0.71,1,7,0,327
1318,71,2490,97,0.06,0.09,0,16,1,328
701,60,2430,82,0.06,0.29,0,26,0,329
938,79,2252,69,0.33,0.82,1,10,1,330
61,18,152,112,0.02,0.05,0,29,0,331
820,47,2517,53,0.03,,0,22,1,332
19,74,2625,111,0.03,,0,24,1,333
837,73,2552,70,0.07,0.71,1,9,1,334
551,63,876,75,0.59,0.57,1,6,0,335
1457,51,169,102,0.28,,0,8,1,336
918,57,1808,55,0.04,0.3,0,32,0,337
758,64,1777,88,0.32,,0,4,2,338
2128,66,2315,7,0.01,,0,30,1,339
440,6,1643,73,0.03,,0,30,1,340
754,58,612,87,0.03,0.31,0,27,1,341
573,63,184,76,0.09,0.25,0,17,1,342
40,34,2077,112,0.03,,0,23,0,343
1138,14,1861,68,0.05,,0,26,1,344
582,57,271,77,0.05,,0,13,2,345
1366,74,2153,106,0.08,,0,17,1,346
879,89,2695,54,0.04,,0,25,0,347
1274,90+4,993,94,0.19,,0,8,2,348
2905,90+4,648,13,0.09,,0,8,2,349
2242,90+1,906,29,0.05,0.11,0,10,2,350
203,67,619,117,0.23,0.94,1,5,0,351
2139,40,859,4,0.04,,0,25,1,352
721,30,2046,84,0.06,,0,18,1,353
1490,51,2602,104,0.06,,0,22,0,354
1042,29,776,64,0.02,,0,34,0,355
114,17,1974,124,0.09,0.5,1,24,0,356
439,36,949,72,0.1,0.1,0,9,2,357
892,15,2127,54,0.11,,0,5,2,358
821,69,1005,52,0.08,,0,15,1,359
6,7,1491,111,0.03,0.06,0,23,1,360
1319,70,914,110,0.26,0.06,0,13,1,361
183,81,1371,117,0.06,,0,27,1,362
2436,21,406,8,0.03,0.21,0,27,1,363
619,86,265,86,0.1,,0,19,1,364
1003,9,51,66,0.02,,0,33,1,365
537,22,1783,83,0.02,,0,22,1,366
1108,37,763,64,0.03,,0,35,1,367
1467,20,1323,103,0.08,0.23,0,24,1,368
951,74,2535,67,0.15,,0,9,2,369
744,63,768,90,0.05,,0,26,1,370
2195,79,187,5,0.03,,0,20,0,371
309,9,2030,121,0.59,0.85,1,11,1,372
210,5,1393,117,0.07,,0,16,0,373
1852,53,585,46,0.08,,0,9,1,374
2193,16,1817,15,0.03,,0,22,1,375
869,69,1856,70,0.06,,0,17,1,376
282,38,2154,120,0.05,0.02,0,21,1,377
2570,69,639,9,0.03,,0,27,1,378
1461,22,2085,103,0.06,,0,16,0,379
1272,10,2016,94,0.08,0.03,1,10,2,380
1378,46,1048,107,0.5,0.92,1,10,1,381
162,61,2604,115,0.04,0.05,0,16,2,382
913,71,2194,68,0.07,0.16,0,15,1,383
735,90,1484,88,0.03,,0,18,2,384
2430,80,1796,8,0.31,0.63,1,7,0,385
723,31,1858,84,0.04,,0,24,0,386
1621,82,2689,10,0.15,0.07,0,12,0,387
19,11,227,118,0.03,,0,15,2,388
1296,53,2283,95,0.07,0.54,1,17,0,389
1329,39,2654,96,0.22,,0,9,2,390
1161,84,1829,98,0.02,0.46,0,33,0,391
791,56,2594,52,0.17,0.94,1,11,0,392
744,89,2521,90,0.04,0.33,0,26,1,393
1419,55,1428,100,0.11,,0,6,0,394
2759,9,1338,123,0.04,0.19,0,19,1,395
999,8,1566,65,0.21,0.32,1,17,0,396
290,74,2174,128,0.05,,0,32,1,397
1190,54,1200,94,0.08,,0,21,1,398
2134,40,602,4,0.19,0.13,0,11,0,399
1218,62,1097,93,0.03,,0,32,1,400
2816,3,405,48,0.42,0.68,0,14,0,401
146,80,1861,115,0.03,0.04,0,29,0,402
962,21,1477,57,0.06,,0,30,0,403
243,11,2608,118,0.1,0.15,1,9,2,404
532,90,236,82,0.2,,0,11,1,405
2678,38,195,17,0.02,,0,29,0,406
1729,90+2,1362,13,0.02,,0,32,1,407
79,7,511,113,0.07,,0,22,0,408
278,45+2,209,120,0.04,,0,24,0,409
156,53,26,119,0.02,,0,28,0,410
493,26,1442,87,0.17,0.9,0,4,1,411
223,76,159,127,0.03,,0,13,0,412
1161,90+2,1903,91,0.06,,0,21,0,413
594,5,1296,87,0.11,,0,11,0,414
1388,59,1829,98,0.36,,0,5,0,415
2449,63,2256,15,0.25,,0,5,2,416
1346,17,538,98,0.18,,0,12,1,417
2871,10,2615,40,0.19,0.57,0,13,1,418
760,90,35,90,0.12,0.08,0,5,2,419
1797,32,762,9,0.03,,0,28,1,420
493,67,1669,87,0.08,,0,16,1,421
1463,18,424,102,0.03,0.49,1,31,1,422
60,73,10,126,0.1,,0,21,1,423
256,72,2631,119,0.06,0.22,0,20,0,424
2699,53,1543,103,0.49,0.91,0,3,1,425
2266,21,1323,103,0.08,,0,27,1,426
268,75,1831,127,0.04,0.04,0,29,1,427
1173,45+3,287,91,0.03,,0,8,2,428
1149,66,349,91,0.04,,0,21,0,429
1236,53,1641,110,0.15,,0,4,2,430
1805,52,61,11,0.03,,0,29,1,431
1100,1,2247,64,0.02,,0,27,1,432
1231,58,1027,93,0.06,0.06,0,14,0,433
1749,79,1417,2,0.05,,0,25,0,434
822,85,2058,64,0.02,0.2,0,30,1,435
859,71,1581,53,0.13,0.25,0,12,0,436
452,46,2147,80,0.03,,0,30,0,437
1449,13,2666,109,0.02,,0,33,0,438
2608,25,1962,10,0.16,,0,14,0,439
818,35,2559,52,0.02,,0,22,1,440
769,90+6,2605,64,0.02,,0,34,1,441
302,62,1910,121,0.05,0.34,1,10,2,442
1387,70,911,101,0.02,,0,24,1,443
1799,4,1262,5,0.03,,0,26,1,444
1483,90+3,531,109,0.02,0.4,0,32,1,445
85,7,554,130,0.03,,0,13,2,446
1414,38,337,100,0.06,,0,24,1,447
1400,59,2534,101,0.02,,0,26,0,448
2144,81,220,4,0.01,,0,12,2,449
207,62,229,127,0.04,,0,21,1,450
2100,5,191,121,0.04,,0,17,0,451
731,55,270,84,0.02,0.04,0,49,0,452
373,47,769,130,0.04,,0,24,0,453
2355,82,1667,6,0.15,0.25,1,8,0,454
1205,81,1409,92,0.04,,0,28,0,455
368,90+1,2180,126,0.05,0.06,0,25,1,456
166,18,1495,115,0.07,0.09,0,10,0,457
472,23,823,73,0.03,,0,26,0,458
860,68,2247,64,0.03,,0,17,1,459
240,84,2616,118,0.02,,0,32,1,460
2660,5,2376,14,0.05,,0,12,2,461
1735,55,2686,85,0.04,,0,24,1,462
1197,52,2563,92,0.07,0.07,0,15,0,463
875,52,1713,54,0.09,,0,22,1,464
94,65,1754,123,0.19,,0,2,0,465
21,72,525,127,0.09,,0,17,1,466
1047,67,2577,60,0.04,0.24,0,18,1,467
22,32,2338,111,0.04,,0,17,0,468
2430,45+4,2092,8,0.03,0.06,0,16,0,469
599,13,2155,77,0.13,0.54,1,11,0,470
1013,72,1072,59,0.03,,0,19,0,471
991,88,694,58,0.09,,0,10,0,472
1109,80,2247,64,0.27,0.97,1,8,0,473
1490,42,1586,104,0.02,,0,10,2,474
499,83,1522,74,0.08,,0,20,1,475
269,87,1461,119,0.05,,0,13,0,476
443,31,1925,72,0.16,0.09,0,7,2,477
458,34,2352,88,0.04,0.08,0,25,1,478
113,79,723,125,0.02,,0,13,2,479
158,38,2604,115,0.34,0.38,1,8,0,480
1398,28,909,99,0.07,0.07,0,23,0,481
1143,34,1623,91,0.03,,0,25,0,482
464,15,876,75,0.13,0.53,0,5,2,483
2430,66,597,12,0.05,,0,17,0,484
1311,31,1288,95,0.71,0.76,0,4,0,485
356,20,1879,129,0.1,0.29,0,13,1,486
267,90+3,1547,119,0.05,,0,11,0,487
499,65,1758,86,0.07,0.12,0,9,0,488
776,83,1477,57,0.11,0.32,1,10,0,489
551,7,931,85,0.11,,0,14,1,490
968,79,1498,65,0.86,,0,8,1,491
1140,45+1,2585,70,0.36,,0,4,1,492
567,87,1339,84,0.24,0.05,0,10,0,493
575,14,2230,76,0.04,0.03,0,26,1,494
2410,90+5,2488,7,0.17,,0,9,2,495
622,20,272,78,0.25,0.34,0,4,1,496
509,8,1275,74,0.37,,0,12,0,497
381,84,83,129,0.1,,0,20,0,498
420,21,40,72,0.21,0.5,0,13,1,499
1730,48,1038,2,0.05,,0,20,0,500
1881,66,679,23,0.59,0.97,1,9,0,501
722,89,1889,85,0.11,,0,7,2,502
982,16,951,62,0.04,0.1,0,11,2,503
1641,80,462,15,0.08,,0,12,0,504
1344,60,320,101,0.03,,0,28,0,505
976,90+10,123,57,0.1,,0,82,0,506
1544,46,415,107,0.52,0.99,1,5,1,507
2607,64,1962,10,0.08,0.02,0,11,2,508
2660,90,1163,11,0.07,,0,18,1,509
2319,34,41,30,0.04,,0,24,0,510
2421,82,2315,7,0.07,0.03,0,12,1,511
2512,19,227,118,0.12,0.2,0,7,2,512
2683,84,2649,16,0.1,0.22,1,12,1,513
1204,82,1911,92,0.08,0.17,0,15,1,514
1735,40,1410,2,0.05,,0,10,0,515
226,51,607,118,0.3,0.84,1,10,1,516
156,90+1,1172,115,0.14,,0,11,0,517
986,58,915,58,0.04,,0,19,1,518
280,82,1385,120,0.31,,0,6,2,519
608,43,113,79,0.05,,0,19,0,520
1235,46,1996,93,0.08,,0,16,0,521
1712,61,198,3,0.02,0.27,0,13,2,522
1738,90+2,2329,15,0.03,,0,25,0,523
1738,12,1204,2,0.03,0.1,0,28,1,524
1395,23,850,109,0.06,,0,17,1,525
56,56,1877,112,0.05,0.01,0,29,1,526
788,7,2289,51,0.02,0.5,1,13,2,527
1439,7,1735,105,0.41,0.92,1,12,0,528
734,89,1379,85,0.14,,0,18,1,529
2425,45+2,762,9,0.08,0.04,0,17,1,530
1342,81,1020,105,0.1,,0,14,1,531
1710,11,294,2,0.09,0.38,1,10,1,532
110,87,1861,115,0.01,,0,13,2,533
1649,88,1308,1,0.07,,0,11,2,534
2816,21,1713,38,0.03,,0,22,1,535
228,67,2328,124,0.05,0.22,0,17,1,536
1280,35,1644,94,0.05,,0,25,1,537
1071,61,1482,65,0.04,,0,27,1,538
1882,14,810,22,0.1,0.17,0,10,2,539
470,81,309,73,0.03,0.05,0,28,0,540
526,78,121,80,0.03,0.02,0,17,1,541
1458,63,2621,102,0.09,,0,11,0,542
1034,34,932,68,0.08,,0,16,0,543
153,87,814,115,0.1,,0,14,0,544
1079,52,1287,62,0.12,,0,14,1,545
460,76,309,73,0.04,,0,9,1,546
1960,44,1634,96,0.03,0.21,0,25,0,547
363,59,1879,129,0.08,0.56,1,11,1,548
1110,90+3,1986,64,0.04,,0,18,1,549
2192,81,456,5,0.12,0.07,0,16,1,550
3108,74,1843,31,0.05,,0,12,2,551
1548,45+1,2697,108,0.16,0.03,0,12,0,552
2337,29,481,6,0.06,0.07,0,15,1,553
1820,43,2326,3,0.03,,0,17,1,554
23,24,2031,111,0.02,0.27,0,15,2,555
1164,53,1903,91,0.02,,0,22,0,556
719,18,2694,89,0.02,,0,21,1,557
1356,33,2490,97,0.02,,0,19,1,558
2577,75,1627,17,0.07,0.04,0,30,1,559
1244,53,2148,93,0.02,,0,14,0,560
30,37,1122,111,0.1,0.74,1,11,1,561
1097,90+1,189,63,0.13,0.3,0,9,2,562
330,90+3,2097,130,0.03,,0,24,0,563
1083,53,2449,62,0.1,0.5,1,9,2,564
817,19,2559,52,0.05,,0,15,1,565
71,18,2077,112,0.04,0.04,0,26,0,566
1005,37,999,61,0.09,,0,18,0,567
131,30,2701,130,0.08,,0,9,2,568
2432,45+1,2269,14,0.1,0.39,0,11,2,569
2358,17,598,13,0.08,0.11,0,16,1,570
1654,27,98,14,0.05,,0,24,0,571
1061,23,2545,68,0.52,0.67,0,17,0,572
1542,56,2666,109,0.11,0.02,0,11,2,573
1174,36,683,103,0.17,,0,17,0,574
786,43,2331,67,0.05,,0,10,2,575
858,67,2357,53,0.32,0.76,1,8,2,576
1773,49,2686,85,0.14,,0,13,0,577
1711,56,2360,2,0.03,,0,25,0,578
1717,18,1204,2,0.06,,0,30,1,579
347,3,2328,124,0.12,,0,5,1,580
2616,90+1,621,10,0.03,,0,13,2,581
1015,77,2652,59,0.09,,0,9,0,582
516,41,786,74,0.31,,0,11,1,583
306,85,120,121,0.09,0.04,0,20,1,584
497,38,1485,83,0.03,,0,26,0,585
57,35,1424,112,0.08,0.15,0,10,2,586
613,81,488,85,0.22,0.34,1,6,2,587
1211,64,398,104,0.04,,0,27,1,588
522,26,20,85,0.31,0.86,1,13,1,589
1366,46,2396,98,0.03,,0,18,1,590
1645,90+4,1248,1,0.04,,0,27,0,591
190,82,158,122,0.06,,0,17,0,592
1456,90+3,2464,102,0.03,,0,13,2,593
76,47,445,113,0.15,,0,13,0,594
1113,21,1001,69,0.06,,0,25,0,595
684,25,1613,86,0.03,,0,33,1,596
74,3,811,120,0.06,,0,13,1,597
1111,36,2558,70,0.02,,0,26,1,598
958,90,2072,61,0.1,,0,8,0,599
