2230,Premier League,West Ham,Aaron Cresswell,Aaron Cresswell,Aaron Cresswell,1,0
1801,Premier League,Brentford,Aaron Hickey,Aaron Hickey,Aaron Hickey,1,0
318,Bundesliga,Mainz 05,Aarón Martín,Aaron Martin,Aaron Martin,1,0
1718,Premier League,Arsenal,Aaron Ramsdale,Aaron Ramsdale,Aaron Ramsdale,1,0
1502,Ligue 1,Nice,Aaron Ramsey,Aaron Ramsey,Aaron Ramsey,1,0
2079,Premier League,Manchester Utd,Aaron Wan-Bissaka,Aaron Wan-Bissaka,Aaron Wan-Bissaka,1,0
1,Bundesliga,Augsburg,Aaron Zehnter,Aaron Zehnter,Aaron Zehnter,1,0
1148,Ligue 1,Angers,Abdallah Sima,Abdallah Sima,Abdallah Sima,1,0
2727,Serie A,Sampdoria,Abdelhamid Sabiri,Abdelhamid Sabiri,Abdelhamid Sabiri,1,0
871,La Liga,Osasuna,Abdessamad Ezzalzouli,Abde Ezzalzouli,Abde Ezzalzouli,1,0
840,La Liga,Mallorca,Abdón Prats,Abdon Prats,Abdon Prats,1,0
345,Bundesliga,RB Leipzig,Abdou Diallo,Abdou Diallo,Abdou Diallo,1,0
2767,Serie A,Sassuolo,Abdou Harroui,Abdou Harroui,Abdou Harroui,1,0
1473,Ligue 1,Nantes,Abdoul Kader Bamba,Abdoul Kader Bamba,Abdoul Kader Bamba,1,0
1149,Ligue 1,Angers,Abdoulaye Bamba,Abdoulaye Bamba,Abdoulaye Bamba,1,0
1913,Premier League,Everton,Abdoulaye Doucouré,Abdoulaye Doucoure,Abdoulaye Doucoure,1,0
1686,Ligue 1,Troyes,Abdu Conté,Abdu Conte,Abdu Conte,1,0
897,La Liga,Rayo Vallecano,Abdul Mumin,Abdul Mumin,Abdul Mumin,1,0
627,La Liga,Betis,Abner,Abner,Abner,1,0
1214,Ligue 1,Brest,Achraf Dari,Achraf Dari,Achraf Dari,1,0
1536,Ligue 1,Paris S-G,Achraf Hakimi,Achraf Hakimi,Achraf Hakimi,1,0
2165,Premier League,Southampton,Adam Armstrong,Adam Armstrong,Adam Armstrong,1,0
1271,Ligue 1,Lens,Adam Buksa,Adam Buksa,Adam Buksa,1,0
1970,Premier League,Leeds United,Adam Forshaw,Adam Forshaw,Adam Forshaw,1,0
264,Bundesliga,Leverkusen,Adam Hložek,Adam Hlozek,Adam Hlozek,1,0
1826,Premier League,Brighton,Adam Lallana,Adam Lallana,Adam Lallana,1,0
2526,Serie A,Lazio,Adam Marušić,Adam Marusic,Adam Marusic,1,0
2860,Serie A,Udinese,Adam Masina,Adam Masina,Adam Masina,1,0
1300,Ligue 1,Lille,Adam Ounas,Adam Ounas,Adam Ounas,1,1
2640,Serie A,Napoli,Adam Ounas,Adam Ounas,Adam Ounas,1,1
1770,Premier League,Bournemouth,Adam Smith,Adam Smith,Adam Smith,1,0
1827,Premier League,Brighton,Adam Webster,Adam Webster,Adam Webster,1,0
2314,Serie A,Bologna,Adama Soumaoro,Adama Soumaoro,Adama Soumaoro,1,0
2255,Premier League,Wolves,Adama Traoré,Adama Traore,Adama Traore,1,0
2287,Serie A,Atalanta,Ademola Lookman,Ademola Lookman,Ademola Lookman,1,0
1326,Ligue 1,Lorient,Adil Aouchiche,Adil Aouchiche,Adil Aouchiche,1,0
1687,Ligue 1,Troyes,Adil Rami,Adil Rami,Adil Rami,1,0
981,La Liga,Sevilla,Adnan Januzaj,Adnan Januzaj,Adnan Januzaj,1,0
1657,Ligue 1,Toulouse,Ado Onaiwu,Ado Onaiwu,Ado Onaiwu,1,0
2436,Serie A,Hellas Verona,Adolfo Gaich,Adolfo Gaich,Adolfo Gaich,1,0
754,La Liga,Espanyol,Adrià Pedrosa,Adria Pedrosa,Adria Pedrosa,1,0
516,La Liga,Almería,Adri Embarba,Adrian Embarba,Adrian Embarba,1,1
753,La Liga,Espanyol,Adri Embarba,Adrian Embarba,Adrian Embarba,1,1
1327,Ligue 1,Lorient,Adrian Grbić,Adrian Grbic,Adrian Grbic,1,0
1150,Ligue 1,Angers,Adrien Hunou,Adrien Hunou,Adrien Hunou,1,0
2497,Serie A,Juventus,Adrien Rabiot,Adrien Rabiot,Adrien Rabiot,1,0
2437,Serie A,Hellas Verona,Adrien Tameze,Adrien Tameze,Adrien Tameze,1,0
1272,Ligue 1,Lens,Adrien Thomasson,Adrien Thomasson,Adrien Thomasson,1,1
1628,Ligue 1,Strasbourg,Adrien Thomasson,Adrien Thomasson,Adrien Thomasson,1,1
1596,Ligue 1,Rennes,Adrien Truffert,Adrien Truffert,Adrien Truffert,1,0
545,La Liga,Athletic Club,Adu Ares,Adu Ares,Adu Ares,1,0
2768,Serie A,Sassuolo,Agustín Álvarez Martínez,Agustin Alvarez,Agustin Alvarez,1,0
695,La Liga,Celta Vigo,Agustín Marchesín,Agustin Marchesin,Agustin Marchesin,1,0
174,Bundesliga,Hertha BSC,Agustín Rogel,Agustin Rogel,Agustin Rogel,1,0
951,La Liga,Real Sociedad,Aihen Muñoz,Aihen Munoz,Aihen Munoz,1,0
1243,Ligue 1,Clermont Foot,Aïman Maurer,Aiman Maurer,Aiman Maurer,1,0
872,La Liga,Osasuna,Aimar Oroz,Aimar Oroz,Aimar Oroz,1,0
2166,Premier League,Southampton,Ainsley Maitland-Niles,Ainsley Maitland-Niles,Ainsley Maitland-Niles,1,0
435,Bundesliga,Union Berlin,Aïssa Laïdouni,Aissa Laidouni,Aissa Laidouni,1,0
1080,La Liga,Villarreal,Aïssa Mandi,Aissa Mandi,Aissa Mandi,1,0
873,La Liga,Osasuna,Aitor Fernández,Aitor Fernandez,Aitor Fernandez,1,0
546,La Liga,Athletic Club,Aitor Paredes,Aitor Paredes,Aitor Paredes,1,0
628,La Liga,Betis,Aitor Ruibal,Aitor Ruibal,Aitor Ruibal,1,0
2438,Serie A,Hellas Verona,Ajdin Hrustic,Ajdin Hrustic,Ajdin Hrustic,1,0
1181,Ligue 1,Auxerre,Akim Zedadka,Akim Zedadka,Akim Zedadka,1,1
1301,Ligue 1,Lille,Akim Zedadka,Akim Zedadka,Akim Zedadka,1,1
1597,Ligue 1,Rennes,Alan Do Marcolino,Alan Do Marcolino,Alan Do Marcolino,1,0
1302,Ligue 1,Lille,Alan Virginius,Alan Virginius,Alan Virginius,1,0
291,Bundesliga,M'Gladbach,Alassane Pléa,Alassane Plea,Alassane Plea,1,0
1474,Ligue 1,Nantes,Alban Lafont,Alban Lafont,Alban Lafont,1,0
1719,Premier League,Arsenal,Albert Sambi Lokonga,Albert Sambi Lokonga,Albert Sambi Lokonga,1,1
1887,Premier League,Crystal Palace,Albert Sambi Lokonga,Albert Sambi Lokonga,Albert Sambi Lokonga,1,1
1215,Ligue 1,Brest,Alberth Elis,Alberth Elis,Alberth Elis,1,0
2341,Serie A,Cremonese,Alberto Basso,Alberto Basso Ricci,Alberto Basso Ricci,1,0
1081,La Liga,Villarreal,Alberto Del Moral,Alberto del Moral,Alberto del Moral,1,0
2374,Serie A,Empoli,Alberto Grassi,Alberto Grassi,Alberto Grassi,1,0
1016,La Liga,Valencia,Alberto Marí,Alberto Mari,Alberto Mari,1,0
1082,La Liga,Villarreal,Alberto Moreno,Alberto Moreno,Alberto Moreno,1,0
657,La Liga,Cádiz,Alberto Perea,Alberto Perea,Alberto Perea,1,0
2798,Serie A,Spezia,Albin Ekdal,Albin Ekdal,Albin Ekdal,1,0
811,La Liga,Girona,Aleix García,Aleix Garcia,Aleix Garcia,1,0
598,La Liga,Barcelona,Aleix Garrido,Aleix Garrido,Aleix Garrido,1,0
755,La Liga,Espanyol,Aleix Vidal,Aleix Vidal,Aleix Vidal,1,0
721,La Liga,Elche,Alejandro Alfaro,Alejandro Alfaro,Alejandro Alfaro,1,0
599,La Liga,Barcelona,Alejandro Balde,Alejandro Balde,Alejandro Balde,1,0
2080,Premier League,Manchester Utd,Alejandro Garnacho,Alejandro Garnacho,Alejandro Garnacho,1,0
517,La Liga,Almería,Alejandro Pozo Pozo,Alejandro Pozo,Alejandro Pozo,1,0
786,La Liga,Getafe,Alejandro Revuelta Montero,Alex Revuelta,Alex Revuelta,1,0
2406,Serie A,Fiorentina,Aleksa Terzić,Aleksa Terzic,Aleksa Terzic,1,0
1941,Premier League,Fulham,Aleksandar Mitrović,Aleksandar Mitrovic,Aleksandar Mitrovic,1,0
1415,Ligue 1,Monaco,Aleksandr Golovin,Aleksandr Golovin,Aleksandr Golovin,1,0
2832,Serie A,Torino,Aleksei Miranchuk,Aleksey Miranchuk,Aleksey Miranchuk,1,0
2472,Serie A,Inter,Alessandro Bastoni,Alessandro Bastoni,Alessandro Bastoni,1,0
2407,Serie A,Fiorentina,Alessandro Bianco,Alessandro Bianco,Alessandro Bianco,1,0
2833,Serie A,Torino,Alessandro Buongiorno,Alessandro Buongiorno,Alessandro Buongiorno,1,0
2439,Serie A,Hellas Verona,Alessandro Cortinovis,Alessandro Cortinovis,Alessandro Cortinovis,1,0
2579,Serie A,Milan,Alessandro Florenzi,Alessandro Florenzi,Alessandro Florenzi,1,0
2769,Serie A,Sassuolo,Alessandro Russo,Alessandro Russo,Alessandro Russo,1,0
2550,Serie A,Lecce,Alessandro Tuia,Alessandro Tuia,Alessandro Tuia,1,0
2641,Serie A,Napoli,Alessandro Zanoli,Alessandro Zanoli,Alessandro Zanoli,1,1
2728,Serie A,Sampdoria,Alessandro Zanoli,Alessandro Zanoli,Alessandro Zanoli,1,1
2609,Serie A,Monza,Alessio Cragno,Alessio Cragno,Alessio Cragno,1,0
2527,Serie A,Lazio,Alessio Romagnoli,Alessio Romagnoli,Alessio Romagnoli,1,0
2642,Serie A,Napoli,Alessio Zerbin,Alessio Zerbin,Alessio Zerbin,1,0
1083,La Liga,Villarreal,Alex Baena,Alex Baena,Alex Baena,1,0
547,La Liga,Athletic Club,Álex Berenguer,Alex Berenguer,Alex Berenguer,1,0
518,La Liga,Almería,Álex Centelles,Alex Centelles,Alex Centelles,1,0
722,La Liga,Elche,Álex Collado,Alex Collado,Alex Collado,1,0
2473,Serie A,Inter,Alex Cordaz,Alex Cordaz,Alex Cordaz,1,0
658,La Liga,Cádiz,Álex Fernández,Alex Fernandez,Alex Fernandez,1,0
2342,Serie A,Cremonese,Alex Ferrari,Alex Ferrari,Alex Ferrari,1,1
2729,Serie A,Sampdoria,Alex Ferrari,Alex Ferrari,Alex Ferrari,1,1
1914,Premier League,Everton,Alex Iwobi,Alex Iwobi,Alex Iwobi,1,0
370,Bundesliga,Schalke 04,Alex Král,Alex Kral,Alex Kral,1,0
2167,Premier League,Southampton,Alex McCarthy,Alex McCarthy,Alex McCarthy,1,0
2643,Serie A,Napoli,Alex Meret,Alex Meret,Alex Meret,1,0
2132,Premier League,Nott'ham Forest,Alex Mighten,Alex Mighten,Alex Mighten,1,0
629,La Liga,Betis,Álex Moreno,Alex Moreno,Alex Moreno,1,1
1744,Premier League,Aston Villa,Álex Moreno,Alex Moreno,Alex Moreno,1,1
2027,Premier League,Liverpool,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,Alex Oxlade-Chamberlain,1,0
952,La Liga,Real Sociedad,Álex Remiro,Alex Remiro,Alex Remiro,1,0
2498,Serie A,Juventus,Alex Sandro,Alex Sandro,Alex Sandro,1,0
953,La Liga,Real Sociedad,Alex Sola,Alex Sola,Alex Sola,1,0
982,La Liga,Sevilla,Alex Telles,Alex Telles,Alex Telles,1,0
812,La Liga,Girona,Alexander Callens,Alexander Callens,Alexander Callens,1,0
1629,Ligue 1,Strasbourg,Alexander Djiku,Alexander Djiku,Alexander Djiku,1,0
319,Bundesliga,Mainz 05,Alexander Hack,Alexander Hack,Alexander Hack,1,0
954,La Liga,Real Sociedad,Alexander Isak,Alexander Isak,Alexander Isak,1,1
2105,Premier League,Newcastle Utd,Alexander Isak,Alexander Isak,Alexander Isak,1,1
89,Bundesliga,Dortmund,Alexander Meyer,Alexander Meyer,Alexander Meyer,1,0
1416,Ligue 1,Monaco,Alexander Nübel,Alexander Nubel,Alexander Nubel,1,0
371,Bundesliga,Schalke 04,Alexander Schwolow,Alexander Schwolow,Alexander Schwolow,1,0
346,Bundesliga,RB Leipzig,Alexander Sørloth,Alexander Sorloth,Alexander Sorloth,1,1
955,La Liga,Real Sociedad,Alexander Sørloth,Alexander Sorloth,Alexander Sorloth,1,1
1182,Ligue 1,Auxerre,Alexandre Coeff,Alexandre Coeff,Alexandre Coeff,1,0
1356,Ligue 1,Lyon,Alexandre Lacazette,Alexandre Lacazette,Alexandre Lacazette,1,0
1537,Ligue 1,Paris S-G,Alexandre Letellier,Alexandre Letellier,Alexandre Letellier,1,0
1503,Ligue 1,Nice,Alexis Beka Beka,Alexis Beka Beka,Alexis Beka Beka,1,0
2551,Serie A,Lecce,Alexis Blin,Alexis Blin,Alexis Blin,1,0
1273,Ligue 1,Lens,Alexis Claude-Maurice,Alexis Claude-Maurice,Alexis Claude-Maurice,1,1
1504,Ligue 1,Nice,Alexis Claude-Maurice,Alexis Claude-Maurice,Alexis Claude-Maurice,1,1
1562,Ligue 1,Reims,Alexis Flips,Alexis Flips,Alexis Flips,1,0
1828,Premier League,Brighton,Alexis Mac Allister,Alexis Mac Allister,Alexis Mac Allister,1,0
2580,Serie A,Milan,Alexis Saelemaekers,Alexis Saelemaekers,Alexis Saelemaekers,1,0
1385,Ligue 1,Marseille,Alexis Sánchez,Alexis Sanchez,Alexis Sanchez,1,0
1688,Ligue 1,Troyes,Alexis Tibidi,Alexis Tibidi,Alexis Tibidi,1,0
1303,Ligue 1,Lille,Alexsandro Ribeiro,Alexsandro,Alexsandro,1,0
659,La Liga,Cádiz,Alfonso Espino,Alfonso Espino,Alfonso Espino,1,0
1084,La Liga,Villarreal,Alfonso Pedraza,Alfonso Pedraza,Alfonso Pedraza,1,0
2408,Serie A,Fiorentina,Alfred Duncan,Alfred Duncan,Alfred Duncan,1,0
1244,Ligue 1,Clermont Foot,Alidu Seidu,Alidu Seidu,Alidu Seidu,1,0
2028,Premier League,Liverpool,Alisson,Alisson,Alisson,1,0
2106,Premier League,Newcastle Utd,Allan Saint-Maximin,Allan Saint-Maximin,Allan Saint-Maximin,1,0
119,Bundesliga,Eint Frankfurt,Almamy Touré,Almamy Toure,Almamy Toure,1,0
405,Bundesliga,Stuttgart,Alou Kuol,Alou Kuol,Alou Kuol,1,0
2231,Premier League,West Ham,Alphonse Areola,Alphonse Areola,Alphonse Areola,1,0
35,Bundesliga,Bayern Munich,Alphonso Davies,Alphonso Davies,Alphonso Davies,1,0
1044,La Liga,Valladolid,Álvaro Aceves,Alvaro Aceves,Alvaro Aceves,1,0
1045,La Liga,Valladolid,Álvaro Aguado,Alvaro Aguado,Alvaro Aguado,1,0
756,La Liga,Espanyol,Álvaro Fernández,Alvaro Fernandez,Alvaro Fernandez,1,0
898,La Liga,Rayo Vallecano,Álvaro García,Alvaro Garcia,Alvaro Garcia,1,0
660,La Liga,Cádiz,Álvaro Giménez,Alvaro Gimenez,Alvaro Gimenez,1,0
571,La Liga,Atlético Madrid,Álvaro Morata,Alvaro Morata,Alvaro Morata,1,0
925,La Liga,Real Madrid,Álvaro Muñoz,Alvaro Rodriguez,Alvaro Rodriguez,1,0
661,La Liga,Cádiz,Álvaro Negredo,Alvaro Negredo,Alvaro Negredo,1,0
926,La Liga,Real Madrid,Álvaro Odriozola,Alvaro Odriozola,Alvaro Odriozola,1,0
347,Bundesliga,RB Leipzig,Amadou Haidara,Amadou Haidara,Amadou Haidara,1,0
1915,Premier League,Everton,Amadou Onana,Amadou Onana,Amadou Onana,1,0
1689,Ligue 1,Troyes,Amar Ahmed,Amar Fatah,Amar Fatah,1,0
841,La Liga,Mallorca,Amath,Amath Ndiaye,Amath Ndiaye,1,0
1357,Ligue 1,Lyon,Amin Sarr,Amin Sarr,Amin Sarr,1,0
265,Bundesliga,Leverkusen,Amine Adli,Amine Adli,Amine Adli,1,0
1505,Ligue 1,Nice,Amine Gouiri,Amine Gouiri,Amine Gouiri,1,1
1598,Ligue 1,Rennes,Amine Gouiri,Amine Gouiri,Amine Gouiri,1,1
1386,Ligue 1,Marseille,Amine Harit,Amine Harit,Amine Harit,1,0
1304,Ligue 1,Lille,Amine Messoussa,Amine Messoussa,Amine Messoussa,1,0
1151,Ligue 1,Angers,Amine Salama,Amine Salama,Amine Salama,1,0
2644,Serie A,Napoli,Amir Rrahmani,Amir Rrahmani,Amir Rrahmani,1,0
463,Bundesliga,Werder Bremen,Amos Pieper,Amos Pieper,Amos Pieper,1,0
956,La Liga,Real Sociedad,Ander Barrenetxea,Ander Barrenetxea,Ander Barrenetxea,1,0
548,La Liga,Athletic Club,Ander Capa,Ander Capa,Ander Capa,1,0
957,La Liga,Real Sociedad,Ander Guevara,Ander Guevara,Ander Guevara,1,0
549,La Liga,Athletic Club,Ander Herrera,Ander Herrera,Ander Herrera,1,0
958,La Liga,Real Sociedad,Ander Martin,Ander Martin,Ander Martin,1,0
959,La Liga,Real Sociedad,Andoni Gorosabel,Andoni Gorosabel,Andoni Gorosabel,1,0
436,Bundesliga,Union Berlin,András Schäfer,Andras Schafer,Andras Schafer,1,0
2133,Premier League,Nott'ham Forest,André Ayew,Andre Ayew,Andre Ayew,1,0
1305,Ligue 1,Lille,André Gomes,Andre Gomes,Andre Gomes,1,0
2,Bundesliga,Augsburg,André Hahn,Andre Hahn,Andre Hahn,1,0
2474,Serie A,Inter,André Onana,Andre Onana,Andre Onana,1,0
348,Bundesliga,RB Leipzig,André Silva,Andre Silva,Andre Silva,1,0
2645,Serie A,Napoli,Andre-Frank Zambo Anguissa,Frank Anguissa,Frank Anguissa,1,0
2610,Serie A,Monza,Andrea Barberis,Andrea Barberis,Andrea Barberis,1,0
2667,Serie A,Roma,Andrea Belotti,Andrea Belotti,Andrea Belotti,1,0
2315,Serie A,Bologna,Andrea Cambiaso,Andrea Cambiaso,Andrea Cambiaso,1,0
2611,Serie A,Monza,Andrea Carboni,Andrea Carboni,Andrea Carboni,1,0
2612,Serie A,Monza,Andrea Colpani,Andrea Colpani,Andrea Colpani,1,0
2770,Serie A,Sassuolo,Andrea Consigli,Andrea Consigli,Andrea Consigli,1,0
2730,Serie A,Sampdoria,Andrea Conti,Andrea Conti,Andrea Conti,1,0
1506,Ligue 1,Nice,Andréa Dacourt,Andrea Dacourt,Andrea Dacourt,1,0
2613,Serie A,Monza,Andrea Petagna,Andrea Petagna,Andrea Petagna,1,0
2771,Serie A,Sassuolo,Andrea Pinamonti,Andrea Pinamonti,Andrea Pinamonti,1,0
2614,Serie A,Monza,Andrea Ranocchia,Andrea Ranocchia,Andrea Ranocchia,1,0
1690,Ligue 1,Troyes,Andreas Bruus,Andreas Bruus,Andreas Bruus,1,0
600,La Liga,Barcelona,Andreas Christensen,Andreas Christensen,Andreas Christensen,1,0
320,Bundesliga,Mainz 05,Andreas Hanche-Olsen,Andreas Hanche-Olsen,Andreas Hanche-Olsen,1,0
372,Bundesliga,Schalke 04,Andreas Ivan,Andreas Ivan,Andreas Ivan,1,0
1942,Premier League,Fulham,Andreas Pereira,Andreas Pereira,Andreas Pereira,1,0
1475,Ligue 1,Nantes,Andrei Girotto,Andrei Girotto,Andrei Girotto,1,0
206,Bundesliga,Hoffenheim,Andrej Kramarić,Andrej Kramaric,Andrej Kramaric,1,0
630,La Liga,Betis,Andrés Guardado,Andres Guardado,Andres Guardado,1,0
899,La Liga,Rayo Vallecano,Andrés Martín,Andres Martin,Andres Martin,1,0
1563,Ligue 1,Reims,Andrew Gravillon,Andreaw Gravillon,Andreaw Gravillon,1,1
2834,Serie A,Torino,Andrew Gravillon,Andreaw Gravillon,Andreaw Gravillon,1,1
1829,Premier League,Brighton,Andrew Moran,Andy Moran,Andy Moran,1,0
2029,Premier League,Liverpool,Andrew Robertson,Andrew Robertson,Andrew Robertson,1,0
266,Bundesliga,Leverkusen,Andrey Lunyov,Andrey Lunev,Andrey Lunev,1,0
927,La Liga,Real Madrid,Andriy Lunin,Andriy Lunin,Andriy Lunin,1,0
1476,Ligue 1,Nantes,Andy Delort,Andy Delort,Andy Delort,1,1
1507,Ligue 1,Nice,Andy Delort,Andy Delort,Andy Delort,1,1
601,La Liga,Barcelona,Ángel Alarcón,Angel Alarcon,Angel Alarcon,1,0
787,La Liga,Getafe,Ángel Algobia,Angel Algobia,Angel Algobia,1,0
572,La Liga,Atlético Madrid,Ángel Correa,Angel Correa,Angel Correa,1,0
2499,Serie A,Juventus,Ángel Di María,Angel Di Maria,Angel Di Maria,1,0
1306,Ligue 1,Lille,Angel Gomes,Angel Gomes,Angel Gomes,1,0
842,La Liga,Mallorca,Ángel Rodríguez,Angel Rodriguez,Angel Rodriguez,1,0
207,Bundesliga,Hoffenheim,Angeliño,Angelino,Angelino,1,0
321,Bundesliga,Mainz 05,Angelo Fulgini,Angelo Fulgini,Angelo Fulgini,1,1
1274,Ligue 1,Lens,Angelo Fulgini,Angelo Fulgini,Angelo Fulgini,1,1
2232,Premier League,West Ham,Angelo Ogbonna,Angelo Ogbonna,Angelo Ogbonna,1,0
208,Bundesliga,Hoffenheim,Angelo Stiller,Angelo Stiller,Angelo Stiller,1,0
120,Bundesliga,Eint Frankfurt,Ansgar Knauff,Ansgar Knauff,Ansgar Knauff,1,0
602,La Liga,Barcelona,Ansu Fati,Ansu Fati,Ansu Fati,1,0
874,La Liga,Osasuna,Ante Budimir,Ante Budimir,Ante Budimir,1,0
1691,Ligue 1,Troyes,Ante Palaversa,Ante Palaversa,Ante Palaversa,1,0
2581,Serie A,Milan,Ante Rebić,Ante Rebic,Ante Rebic,1,0
322,Bundesliga,Mainz 05,Anthony Caci,Anthony Caci,Anthony Caci,1,0
2081,Premier League,Manchester Utd,Anthony Elanga,Anthony Elanga,Anthony Elanga,1,0
1916,Premier League,Everton,Anthony Gordon,Anthony Gordon,Anthony Gordon,1,1
2107,Premier League,Newcastle Utd,Anthony Gordon,Anthony Gordon,Anthony Gordon,1,1
464,Bundesliga,Werder Bremen,Anthony Jung,Anthony Jung,Anthony Jung,1,0
1112,Ligue 1,Ajaccio,Anthony Khelifa,Anthony Khelifa,Anthony Khelifa,1,0
1358,Ligue 1,Lyon,Anthony Lopes,Anthony Lopes,Anthony Lopes,1,0
63,Bundesliga,Bochum,Anthony Losilla,Anthony Losilla,Anthony Losilla,1,0
662,La Liga,Cádiz,Anthony Lozano,Choco Lozano,Choco Lozano,1,0
2082,Premier League,Manchester Utd,Anthony Martial,Anthony Martial,Anthony Martial,1,0
90,Bundesliga,Dortmund,Anthony Modeste,Anthony Modeste,Anthony Modeste,1,0
1658,Ligue 1,Toulouse,Anthony Rouault,Anthony Rouault,Anthony Rouault,1,0
573,La Liga,Atlético Madrid,Antoine Griezmann,Antoine Griezmann,Antoine Griezmann,1,0
1508,Ligue 1,Nice,Antoine Mendy,Antoine Mendy,Antoine Mendy,1,0
1771,Premier League,Bournemouth,Antoine Semenyo,Antoine Semenyo,Antoine Semenyo,1,0
323,Bundesliga,Mainz 05,Anton Stach,Anton Stach,Anton Stach,1,0
1943,Premier League,Fulham,Antonee Robinson,Antonee Robinson,Antonee Robinson,1,0
2409,Serie A,Fiorentina,Antonín Barák,Antonin Barak,Antonin Barak,1,1
2440,Serie A,Hellas Verona,Antonín Barák,Antonin Barak,Antonin Barak,1,1
1152,Ligue 1,Angers,Antonin Bobichon,Antonin Bobichon,Antonin Bobichon,1,0
2552,Serie A,Lecce,Antonino Gallo,Antonino Gallo,Antonino Gallo,1,0
2697,Serie A,Salernitana,Antonio Candreva,Antonio Candreva,Antonio Candreva,1,0
574,La Liga,Atlético Madrid,Antonio Gomis,Antonio Gomis,Antonio Gomis,1,0
2698,Serie A,Salernitana,Antonio Iervolino,Antonio Pio Iervolino,Antonio Pio Iervolino,1,0
2582,Serie A,Milan,Antonio Mirante,Antonio Mirante,Antonio Mirante,1,0
843,La Liga,Mallorca,Antonio Raillo,Antonio Raillo,Antonio Raillo,1,0
2316,Serie A,Bologna,Antonio Raimondo,Antonio Raimondo,Antonio Raimondo,1,0
928,La Liga,Real Madrid,Antonio Rüdiger,Antonio Rudiger,Antonio Rudiger,1,0
2835,Serie A,Torino,Antonio Sanabria,Antonio Sanabria,Antonio Sanabria,1,0
844,La Liga,Mallorca,Antonio Sánchez,Antonio Sanchez,Antonio Sanchez,1,0
91,Bundesliga,Dortmund,Antonios Papadopoulos,Antonios Papadopoulos,Antonios Papadopoulos,1,0
2083,Premier League,Manchester Utd,Antony,Antony,Antony,1,0
1046,La Liga,Valladolid,Anuar,Anuar,Anuar,1,0
1564,Ligue 1,Reims,Arber Zeneli,Arber Zeneli,Arber Zeneli,1,0
2375,Serie A,Empoli,Ardian Ismajli,Ardian Ismajli,Ardian Ismajli,1,0
1245,Ligue 1,Clermont Foot,Arial Mendy,Arial Mendy,Arial Mendy,1,0
875,La Liga,Osasuna,Aridane Hernández,Aridane Hernandez,Aridane Hernandez,1,0
36,Bundesliga,Bayern Munich,Arijon Ibrahimović,Arijon Ibrahimovic,Arijon Ibrahimovic,1,0
960,La Liga,Real Sociedad,Aritz Elustondo,Aritz Elustondo,Aritz Elustondo,1,0
1387,Ligue 1,Marseille,Arkadiusz Milik,Arkadiusz Milik,Arkadiusz Milik,1,1
2500,Serie A,Juventus,Arkadiusz Milik,Arkadiusz Milik,Arkadiusz Milik,1,1
2799,Serie A,Spezia,Arkadiusz Reca,Arkadiusz Reca,Arkadiusz Reca,1,0
1328,Ligue 1,Lorient,Armand Lauriente,Armand Lauriente,Armand Lauriente,1,1
2772,Serie A,Sassuolo,Armand Lauriente,Armand Lauriente,Armand Lauriente,1,1
1855,Premier League,Chelsea,Armando Broja,Armando Broja,Armando Broja,1,0
2615,Serie A,Monza,Armando Izzo,Armando Izzo,Armando Izzo,1,0
2168,Premier League,Southampton,Armel Bella Kotchap,Armel Bella-Kotchap,Armel Bella-Kotchap,1,0
813,La Liga,Girona,Arnau Martinez,Arnau Martinez,Arnau Martinez,1,0
519,La Liga,Almería,Arnau Puigmal,Arnau Puigmal,Arnau Puigmal,1,0
1599,Ligue 1,Rennes,Arnaud Kalimuendo,Arnaud Kalimuendo,Arnaud Kalimuendo,1,0
1442,Ligue 1,Montpellier,Arnaud Nordin,Arnaud Nordin,Arnaud Nordin,1,0
1443,Ligue 1,Montpellier,Arnaud Souquet,Arnaud Souquet,Arnaud Souquet,1,0
1085,La Liga,Villarreal,Arnaut Danjuma,Arnaut Danjuma,Arnaut Danjuma,1,1
2201,Premier League,Tottenham,Arnaut Danjuma,Arnaut Danjuma,Arnaut Danjuma,1,1
3,Bundesliga,Augsburg,Arne Engels,Arne Engels,Arne Engels,1,0
4,Bundesliga,Augsburg,Arne Maier,Arne Maier,Arne Maier,1,0
2410,Serie A,Fiorentina,Arthur,Arthur Melo,Arthur Melo,1,0
1600,Ligue 1,Rennes,Arthur Theate,Arthur Theate,Arthur Theate,1,0
1745,Premier League,Aston Villa,Ashley Young,Ashley Young,Ashley Young,1,0
961,La Liga,Real Sociedad,Asier Illarramendi,Asier Illarramendi,Asier Illarramendi,1,0
550,La Liga,Athletic Club,Asier Villalibre,Asier Villalibre,Asier Villalibre,1,0
1917,Premier League,Everton,Asmir Begović,Asmir Begovic,Asmir Begovic,1,0
2553,Serie A,Lecce,Assan Ceesay,Assan Ceesay,Assan Ceesay,1,0
488,Bundesliga,Wolfsburg,Aster Vranckx,Aster Vranckx,Aster Vranckx,1,1
2583,Serie A,Milan,Aster Vranckx,Aster Vranckx,Aster Vranckx,1,1
406,Bundesliga,Stuttgart,Atakan Karazor,Atakan Karazor,Atakan Karazor,1,0
696,La Liga,Celta Vigo,Augusto Solari,Augusto Solari,Augusto Solari,1,0
