14171,Thonon Évian Grand Genève FC,FR1,https://www.transfermarkt.co.uk/thonon-evian-grand-geneve-fc/startseite/verein/14171
16704,FK Krasnodar,RU1,https://www.transfermarkt.co.uk/fk-krasnodar/startseite/verein/16704
19771,Akhisarspor,TR1,https://www.transfermarkt.co.uk/akhisarspor/startseite/verein/19771
244,Olympique Marseille,FR1,https://www.transfermarkt.co.uk/olympique-marseille/startseite/verein/244
29228,Royal Excel Mouscron (-2022),BE1,https://www.transfermarkt.co.uk/royal-excel-mouscron/startseite/verein/29228
3216,Mersin Talimyurdu SK,TR1,https://www.transfermarkt.co.uk/mersin-idmanyurdu/startseite/verein/3216
3508,SV Zulte Waregem,BE1,https://www.transfermarkt.co.uk/sv-zulte-waregem/startseite/verein/3508
354,KV Mechelen,BE1,https://www.transfermarkt.co.uk/kv-mechelen/startseite/verein/354
367,Rayo Vallecano,ES1,https://www.transfermarkt.co.uk/rayo-vallecano/startseite/verein/367
379,West Ham United,GB1,https://www.transfermarkt.co.uk/west-ham-united/startseite/verein/379
380,US Salernitana 1919,IT1,https://www.transfermarkt.co.uk/us-salernitana-1919/startseite/verein/380
403,Willem II Tilburg,NL1,https://www.transfermarkt.co.uk/willem-ii-tilburg/startseite/verein/403
40426,FC Tosno (-2018),RU1,https://www.transfermarkt.co.uk/fk-tosno/startseite/verein/40426
41,Hamburger SV,L1,https://www.transfermarkt.co.uk/hamburger-sv/startseite/verein/41
443,Vejle Boldklub,DK1,https://www.transfermarkt.co.uk/vejle-boldklub/startseite/verein/443
5724,Randers FC,DK1,https://www.transfermarkt.co.uk/randers-fc/startseite/verein/5724
601,KV Kortrijk,BE1,https://www.transfermarkt.co.uk/kv-kortrijk/startseite/verein/601
79,VfB Stuttgart,L1,https://www.transfermarkt.co.uk/vfb-stuttgart/startseite/verein/79
86,SV Werder Bremen,L1,https://www.transfermarkt.co.uk/sv-werder-bremen/startseite/verein/86
931,Fulham FC,GB1,https://www.transfermarkt.co.uk/fc-fulham/startseite/verein/931
964,Zenit St. Petersburg,RU1,https://www.transfermarkt.co.uk/zenit-st-petersburg/startseite/verein/964
1123,Norwich City,GB1,https://www.transfermarkt.co.uk/norwich-city/startseite/verein/1123
1268,ADO Den Haag,NL1,https://www.transfermarkt.co.uk/ado-den-haag/startseite/verein/1268
1506,Kardemir Karabükspor,TR1,https://www.transfermarkt.co.uk/kardemir-karabukspor/startseite/verein/1506
1531,Elche CF,ES1,https://www.transfermarkt.co.uk/fc-elche/startseite/verein/1531
2282,Club Brugge KV,BE1,https://www.transfermarkt.co.uk/fc-brugge/startseite/verein/2282
2293,Konyaspor,TR1,https://www.transfermarkt.co.uk/konyaspor/startseite/verein/2293
23611,Olimpik Donetsk,UKR1,https://www.transfermarkt.co.uk/olimpik-donetsk/startseite/verein/23611
2431,CF Estrela Amadora SAD,PO1,https://www.transfermarkt.co.uk/cf-estrela-amadora-sad/startseite/verein/2431
2698,Rubin Kazan,RU1,https://www.transfermarkt.co.uk/rubin-kazan/startseite/verein/2698
2760,Partick Thistle FC,SC1,https://www.transfermarkt.co.uk/partick-thistle-fc/startseite/verein/2760
2944,Ankaraspor,TR1,https://www.transfermarkt.co.uk/ankaraspor/startseite/verein/2944
36,Fenerbahce,TR1,https://www.transfermarkt.co.uk/fenerbahce-istanbul/startseite/verein/36
385,Fortuna Sittard,NL1,https://www.transfermarkt.co.uk/fortuna-sittard/startseite/verein/385
468,Sparta Rotterdam,NL1,https://www.transfermarkt.co.uk/sparta-rotterdam/startseite/verein/468
583,Paris Saint-Germain,FR1,https://www.transfermarkt.co.uk/fc-paris-saint-germain/startseite/verein/583
621,Athletic Bilbao,ES1,https://www.transfermarkt.co.uk/athletic-bilbao/startseite/verein/621
65,SpVgg Greuther Fürth,L1,https://www.transfermarkt.co.uk/spvgg-greuther-furth/startseite/verein/65
6646,Fatih Karagümrük,TR1,https://www.transfermarkt.co.uk/fatih-karagumruk/startseite/verein/6646
683,Olympiacos Piraeus,GR1,https://www.transfermarkt.co.uk/olympiakos-piraus/startseite/verein/683
723,Almere City FC,NL1,https://www.transfermarkt.co.uk/almere-city-fc/startseite/verein/723
855,EA Guingamp,FR1,https://www.transfermarkt.co.uk/ea-guingamp/startseite/verein/855
924,Istanbulspor,TR1,https://www.transfermarkt.co.uk/istanbulspor/startseite/verein/924
968,KVC Westerlo,BE1,https://www.transfermarkt.co.uk/kvc-westerlo/startseite/verein/968
985,Manchester United,GB1,https://www.transfermarkt.co.uk/manchester-united/startseite/verein/985
11282,Alanyaspor,TR1,https://www.transfermarkt.co.uk/alanyaspor/startseite/verein/11282
1132,Burnley FC,GB1,https://www.transfermarkt.co.uk/fc-burnley/startseite/verein/1132
1435,Go Ahead Eagles,NL1,https://www.transfermarkt.co.uk/go-ahead-eagles-deventer/startseite/verein/1435
150,Real Betis Balompié,ES1,https://www.transfermarkt.co.uk/real-betis-sevilla/startseite/verein/150
152,Samsunspor,TR1,https://www.transfermarkt.co.uk/samsunspor/startseite/verein/152
172,RSC Charleroi,BE1,https://www.transfermarkt.co.uk/rsc-charleroi/startseite/verein/172
18303,FK Oleksandriya,UKR1,https://www.transfermarkt.co.uk/fk-oleksandriya/startseite/verein/18303
2410,CSKA Moscow,RU1,https://www.transfermarkt.co.uk/zska-moskau/startseite/verein/2410
2503,Boavista FC,PO1,https://www.transfermarkt.co.uk/boavista-porto-fc/startseite/verein/2503
26459,NK Veres Rivne,UKR1,https://www.transfermarkt.co.uk/nk-veres-rivne/startseite/verein/26459
2671,PAS Giannina,GR1,https://www.transfermarkt.co.uk/pas-giannina/startseite/verein/2671
2700,Anzhi Makhachkala ( -2022),RU1,https://www.transfermarkt.co.uk/anzhi-makhachkala/startseite/verein/2700
28095,FK Ufa,RU1,https://www.transfermarkt.co.uk/fk-ufa/startseite/verein/28095
2999,Hamilton Academical FC,SC1,https://www.transfermarkt.co.uk/hamilton-academical-fc/startseite/verein/2999
3368,Levante UD,ES1,https://www.transfermarkt.co.uk/ud-levante/startseite/verein/3368
338,Dynamo Kyiv,UKR1,https://www.transfermarkt.co.uk/dynamo-kiew/startseite/verein/338
371,Celtic FC,SC1,https://www.transfermarkt.co.uk/celtic-glasgow/startseite/verein/371
506,Juventus FC,IT1,https://www.transfermarkt.co.uk/juventus-turin/startseite/verein/506
